Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Mark Kirkland,"""Burns Verkaufen der Kraftwerk""",Phil Hartman,11,46,046–311,1,12/5/1991,8F09,8F09,Horst,3,3,"The stock in the Nuclear Plant skyrockets amid rumors of a takeover meaning that all the workers get rich, except for Homer who has sold his stockholding for a mere $25 and fears that he will lose his job. The rumors prove true as two German businessmen buy the plant from Mr. Burns for $100 million and fire Homer for incompetence. Mr. Burns decides to buy the plant back when he discovers that his former employees no longer fear him.","""Burns Verkaufen der Kraftwerk""",21.1,Jon Vitti
1000,Carlos Baeza,"""Radio Bart""",Sting,13,48,048–313,1,1/9/1992,8F11,8F11,Himself,3,3,"When Bart's birthday party turns into a disaster, he uses a radio transmitter microphone Homer gave him to play pranks on other citizens. He decides to throw a radio down an old well and tricks the town into thinking a little boy is stuck in it. At first he is successful, but Lisa reminds him that he left a ""property of Bart Simpson"" label on the radio and goes to retrieve it. Bart becomes trapped in the well and while the town decides to leave him there, Homer frantically tries to rescue him.","""Radio Bart""",24.2,Jon Vitti
1000,Rich Moore,"""Lisa the Greek""",Phil Hartman,14,49,049–314,1,1/23/1992,8F12,8F12,Troy McClure; Smooth Jimmy Apollo,3,3,"Homer begins to bond with Lisa after learning her unique and convenient ability to pick winning American football teams. However, Homer secretly takes advantage of Lisa's ability, using it to gamble money off Moe. When Homer selfishly chooses going bowling with Barney instead of going on a mountain hike with Lisa, Lisa finds out Homer had only been using her for gambling, and refuses to speak to him until he fully understands her.","""Lisa the Greek""",23.2,Jay Kogen & Wallace Wolodarsky
1000,Mark Kirkland,"""Homer Alone""",Phil Hartman,15,50,050–315,1,2/6/1992,8F14,8F14,Troy McClure,3,3,"The family's dependence on Marge causes Marge to suffer a nervous breakdown during her early morning errands, and she decides to go to a spa resort to calm down. Homer, meanwhile, has to care for the troublesome Maggie while Bart and Lisa spend their time with their spinster aunts, Patty and Selma. The entire family realizes how much they need Marge to take care of things, and everybody is happy when she eventually returns from the spa.","""Homer Alone""",23.7,David M. Stern
1000,Jim Reardon,"""Homer at the Bat""",Darryl Strawberry,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Don Mattingly,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Jose Canseco,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""","Ken Griffey, Jr.",17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Mike Scioscia,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Ozzie Smith,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Roger Clemens,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Steve Sax,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Wade Boggs,17,52,052–317,1,2/20/1992,8F13,8F13,Himself,3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Jim Reardon,"""Homer at the Bat""",Terry Cashman,17,52,052–317,1,2/20/1992,8F13,8F13,"Sings ""Talkin' Softball""",3,3,"The Springfield Nuclear Power Plant softball team proves to be a huge success with Homer as their official star player. But after Mr. Burns makes a bet with Shelbyville Nuclear Power Plant owner Aristotle Amadopoulis, he hires nine professional baseball players to fill out the team. However, eight of those ringers fall victim to separate misfortunes, and Burns is forced to turn to his regular employees, who win the game.","""Homer at the Bat""",24.6,John Swartzwelder
1000,Carlos Baeza,"""Separate Vocations""",Steve Allen,18,53,053–318,1,2/27/1992,8F15,8F15,Electronically altered voice of Bart,3,3,"The school makes the students take an aptitude test, and it ends up suggesting Bart become a policeman and Lisa become a homemaker instead of a professional jazz musician. While Lisa becomes a troublemaker, Bart improves his grades and behavior and is chosen to be Principal Skinner's newest hall monitor.","""Separate Vocations""",23.7,George Meyer
1000,Jim Reardon,"""Dog of Death""",Frank Welker,19,54,054–319,1,3/12/1992,8F17,8F17,Santa's Little Helper,3,3,"Santa's Little Helper falls ill and the family must make budget cuts in order to pay for his operation. Although his own life is saved, the family begins getting angry with him for losing out on their favorite things so he runs away. Santa's Little Helper ends up in the possession of Mr. Burns, who trains him to become a vicious attack dog. Bart stumbles across the new Santa's Little Helper and is attacked, but Santa's Little Helper recognizes Bart and decides to stop the attack.","""Dog of Death""",23.4,John Swartzwelder
1000,Mark Kirkland,"""Colonel Homer""",Beverly D'Angelo,20,55,055–320,1,3/26/1992,8F19,8F19,Lurleen Lumpkin,3,3,"After his behavior at the movie theater embarrasses Marge, Homer and Marge have a large argument, causing Homer to head to a redneck bar where he meets a beautiful barmaid named Lurleen Lumpkin with a talent for singing. Homer becomes her manager and does everything he can to make Lurleen famous, but it takes a very long time for him to notice Lurleen has fallen in love with him. With Marge already upset and thinking Homer's the one with the roving eyes, it is time for him to decide on his romantic future.","""Colonel Homer""",25.5,Matt Groening
1000,David Silverman,"""Black Widower""",Kelsey Grammer,21,56,056–321,1,4/9/1992,8F20,8F20,Sideshow Bob,3,3,"Selma reveals that she has a new boyfriend that she met through the prison pen-pal program, Sideshow Bob. Bart is immediately suspicious of Bob, but Bob does everything he can to romance Selma and prove he's changed. After Selma and Bob are married, Bob reveals that he plans to kill Selma, but he is stopped by Bart.","""Black Widower""",17.3,Story: Thomas Chastain and Sam Simon
1000,Wes Archer,"""The Otto Show""",Michael McKean,22,57,057–322,1,4/23/1992,8F21,8F21,David St. Hubbins,3,3,"Otto crashes the school bus, and is later discovered that he never actually owned a real driver's license, prompting authorities to fire him. Otto then moves in with the Simpsons after he has been evicted, and attempts to teach Bart to learn to play the guitar, though with difficulty. But it's the way he enrages Homer that might provide an inadvertent return ticket to his beloved bus-driving job.","""The Otto Show""",17.5,Jeff Martin
1000,Wes Archer,"""The Otto Show""",Christopher Guest,22,57,057–322,1,4/23/1992,8F21,8F21,Nigel Tufnel,3,3,"Otto crashes the school bus, and is later discovered that he never actually owned a real driver's license, prompting authorities to fire him. Otto then moves in with the Simpsons after he has been evicted, and attempts to teach Bart to learn to play the guitar, though with difficulty. But it's the way he enrages Homer that might provide an inadvertent return ticket to his beloved bus-driving job.","""The Otto Show""",17.5,Jeff Martin
1000,Jim Reardon,"""Brother, Can You Spare Two Dimes?""",Danny DeVito,23,58,058–323,1,5/7/1992,8F22,8F22,Herbert Powell,3,3,"Milhouse falls in love with the new girl, Samantha Stankey, jeopardizing Bart and Milhouse's friendship. Bart eventually calls Samantha's father and lets him know what is happening. Her father takes her away, which leads to Bart and Millhouse having a fight. Meanwhile, Homer orders a subliminal cassette tape to help him lose weight, but is sent one that helps him increase his vocabulary after the weight-loss tapes were sold out.","""Bart's Friend Falls in Love""",19.5,Jay Kogen & Wallace Wolodarsky
